Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor,Accelerator,# of Accelerators,Benchmark,Model MLC,Scenario,Units,Valid / Invalid,# of Accelerators,# of Nodes,Accelerator,Availability,Host Processor Core Count,Processor,Avg. Result at System Name
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,37.1373
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,bert-99,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,45409.8
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,bert-99,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,35365.6
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,bert-99.9,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,38464.2
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,bert-99.9,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,32007.7
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,dlrm-v2-99,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,368654
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,dlrm-v2-99,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,170023
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,dlrm-v2-99.9,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,211128
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,dlrm-v2-99.9,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,170021
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,13078.5
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,7986.46
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,13078.5
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,7986.46
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,9281.5
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,8094.27
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,9281.5
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,8094.27
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,450364
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,410103
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,9421.13
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,8801.91
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,9.83763
4.1-0004,ASUSTeK,available,ESC8000A-E12 (8x H100-PCIe-80GB TensorRT),1,AMD EPYC 9374F 32-Core Processor,NVIDIA H100-PCIe-80GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H100-PCIe-80GB,available,32,AMD EPYC 9374F 32-Core Processor,7.84131
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,51.6944
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,51.6944
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,bert-99,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,70661.2
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,bert-99,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,57005.2
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,bert-99.9,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,62371.4
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,bert-99.9,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,51213.8
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,dlrm-v2-99,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,591476
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,dlrm-v2-99,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,516159
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,dlrm-v2-99.9,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,363048
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,dlrm-v2-99.9,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,330066
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,19877.6
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,19226.9
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,19877.6
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,19226.9
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,24323.6
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,20605.31
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,24323.6
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,20605.31
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,709920
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,630229
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,14432.8
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,13763
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,16.4176
4.1-0005,ASUSTeK,available,ESC-N8-E11 (8x H100-SXM-80GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,15.7041
4.1-0006,Cisco,available,C240M7-1-node-2S-EMR-PyTorch,1,INTEL(R) XEON(R) PLATINUM 8592+,N/A,0,Inference,3d-unet-99.9,Offline,Samples/s,,0,1,N/A,available,64,INTEL(R) XEON(R) PLATINUM 8592+,1.93148
4.1-0006,Cisco,available,C240M7-1-node-2S-EMR-PyTorch,1,INTEL(R) XEON(R) PLATINUM 8592+,N/A,0,Inference,bert-99,Offline,Samples/s,,0,1,N/A,available,64,INTEL(R) XEON(R) PLATINUM 8592+,1678.45
4.1-0006,Cisco,available,C240M7-1-node-2S-EMR-PyTorch,1,INTEL(R) XEON(R) PLATINUM 8592+,N/A,0,Inference,bert-99,Server,Queries/s,,0,1,N/A,available,64,INTEL(R) XEON(R) PLATINUM 8592+,1321.65
4.1-0006,Cisco,available,C240M7-1-node-2S-EMR-PyTorch,1,INTEL(R) XEON(R) PLATINUM 8592+,N/A,0,Inference,dlrm-v2-99,Offline,Samples/s,,0,1,N/A,available,64,INTEL(R) XEON(R) PLATINUM 8592+,10404.5
4.1-0006,Cisco,available,C240M7-1-node-2S-EMR-PyTorch,1,INTEL(R) XEON(R) PLATINUM 8592+,N/A,0,Inference,dlrm-v2-99,Server,Queries/s,,0,1,N/A,available,64,INTEL(R) XEON(R) PLATINUM 8592+,9102.39
