Public ID1,Organization1,Availability1,System Name (click + for details),Accelerator,# of Accelerators,Benchmark1,Model MLC1,Scenario1,Units1,Division/Power,Model (copy),Operating System,Processor,Software1,System Type Revised,Version,# of Nodes,Division,Division Revised,Has Power,Host Processor Core Count,Model,System Type,Result,Result at System Name
4.1-0067,UntetherAI,available,Supermicro SuperServer H13 (1x speedAI240 Slim),UntetherAI speedAI240 Slim,1,Inference,resnet,Offline,Samples/s,Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,56277.1,56277.1
4.1-0067,UntetherAI,available,Supermicro SuperServer H13 (1x speedAI240 Slim),UntetherAI speedAI240 Slim,1,Inference,resnet,MultiStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.285447,0.285447
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.332412,0.332412
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,resnet,MultiStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.525463,0.525463
4.1-0067,UntetherAI,available,Supermicro SuperServer H13 (1x speedAI240 Slim),UntetherAI speedAI240 Slim,1,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.121029,0.121029
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,retinanet,MultiStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,10.391624,10.391624
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,retinanet,SingleStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,3.814301,3.814301
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,BERT-99,Offline,Samples/s,Closed ,BERT-99,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,BERT-99,edge,6502.66,6502.66
4.1-0012,ConnectTechInc,available,NVIDIA Jetson AGX Orin 64G (TensorRT) + CTI Forge Carrier (AGX201),NVIDIA Jetson AGX Orin 64G,1,Inference,gptj-99,Offline,Tokens/s,Closed ,gptj-99,Jetson r36.3.0 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 6.0 TensorRT 10.1 CUDA 12.2,Edge,v4.1,1,closed,Closed,False,12,gptj-99,edge,64.0078,64.0078
4.1-0051,NVIDIA,available,NVIDIA Jetson AGX Orin Developer Kit 64G (TensorRT),NVIDIA Jetson AGX Orin 64G,1,Inference,gptj-99,SingleStream,Latency (ms),Closed ,gptj-99,Jetson r36.3.1 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 6.0 TensorRT 10.1 CUDA 12.2,Edge,v4.1,1,closed,Closed,False,12,gptj-99,edge,4176.62608,4176.62608
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,retinanet,MultiStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,32.190689,32.190689
4.1-0068,UntetherAI,available,Supermicro SuperServer H13 (3x speedAI240 Slim),UntetherAI speedAI240 Slim,3,Inference,resnet,Offline,Samples/s,Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,168720,168720
4.1-0069,UntetherAI,available,Dell PowerEdge R760xa (4x speedAI240 Slim),UntetherAI speedAI240 Slim,4,Inference,resnet,MultiStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),Intel(R) Xeon(R) Gold 6448Y,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,32,resnet50,edge,0.169333,0.169333
4.1-0051,NVIDIA,available,NVIDIA Jetson AGX Orin Developer Kit 64G (TensorRT),NVIDIA Jetson AGX Orin 64G,1,Inference,gptj-99,Offline,Tokens/s,Closed ,gptj-99,Jetson r36.3.1 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 6.0 TensorRT 10.1 CUDA 12.2,Edge,v4.1,1,closed,Closed,False,12,gptj-99,edge,64.4734,64.4734
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,resnet,MultiStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.750563,0.750563
4.1-0068,UntetherAI,available,Supermicro SuperServer H13 (3x speedAI240 Slim),UntetherAI speedAI240 Slim,3,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.120438,0.120438
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,3D U-Net-99,SingleStream,Latency (ms),Closed ,3d-unet-99,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,3d-unet-99,edge,492.066482,492.066482
4.1-0023,Dell,available,Dell PowerEdge XR8620t (1x L4 TensorRT),NVIDIA L4,1,Inference,retinanet,Offline,Samples/s,Closed ,retinanet,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6433N,TensorRT 10.2.0 CUDA 12.4,Edge,v4.1,1,closed,Closed,False,32,retinanet,edge,222.619,222.619
4.1-0069,UntetherAI,available,Dell PowerEdge R760xa (4x speedAI240 Slim),UntetherAI speedAI240 Slim,4,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),Intel(R) Xeon(R) Gold 6448Y,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,32,resnet50,edge,0.124016,0.124016
4.1-0023,Dell,available,Dell PowerEdge XR8620t (1x L4 TensorRT),NVIDIA L4,1,Inference,retinanet,MultiStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6433N,TensorRT 10.2.0 CUDA 12.4,Edge,v4.1,1,closed,Closed,False,32,retinanet,edge,42.019927,42.019927
4.1-0051,NVIDIA,available,NVIDIA Jetson AGX Orin Developer Kit 64G (TensorRT),NVIDIA Jetson AGX Orin 64G,1,Inference,stable-diffusion-xl,SingleStream,Latency (ms),Closed ,stable-diffusion-xl,Jetson r36.3.1 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 6.0 TensorRT 10.1 CUDA 12.2,Edge,v4.1,1,closed,Closed,False,12,stable-diffusion-xl,edge,9966.781359,9966.781359
4.1-0069,UntetherAI,available,Dell PowerEdge R760xa (4x speedAI240 Slim),UntetherAI speedAI240 Slim,4,Inference,resnet,Offline,Samples/s,Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),Intel(R) Xeon(R) Gold 6448Y,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,32,resnet50,edge,221845,221845
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.386829,0.386829
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,retinanet,SingleStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,1.809631,1.809631
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,retinanet,Offline,Samples/s,Closed ,retinanet,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,1629.08,1629.08
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,resnet,Offline,Samples/s,Closed ,resnet50,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,25600,25600
4.1-0042,Lenovo,available,ThinkEdge SE360 V2 (2x NVIDIA L4 TensorRT),NVIDIA L4,2,Inference,retinanet,Offline,Samples/s,Closed ,retinanet,Ubuntu 22.04.4,Intel(R) Xeon(R) D-2775TE,TensorRT 9.3.0 CUDA 12.5,Edge,v4.1,1,closed,Closed,False,16,retinanet,edge,453.667,453.667
4.1-0023,Dell,available,Dell PowerEdge XR8620t (1x L4 TensorRT),NVIDIA L4,1,Inference,retinanet,SingleStream,Latency (ms),Closed ,retinanet,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6433N,TensorRT 10.2.0 CUDA 12.4,Edge,v4.1,1,closed,Closed,False,32,retinanet,edge,4.830777,4.830777
4.1-0041,Lenovo,available,ThinkEdge SE455 V3 (2x NVIDIA L40S TensorRT),NVIDIA L40S,2,Inference,BERT-99,SingleStream,Latency (ms),Closed ,BERT-99,Ubuntu 22.04.3,AMD EPYC 8124P 16-Core Processor,TensorRT 9.3.0 CUDA 12.3,Edge,v4.1,1,closed,Closed,False,16,BERT-99,edge,1.118678,1.118678
4.1-0068,UntetherAI,available,Supermicro SuperServer H13 (3x speedAI240 Slim),UntetherAI speedAI240 Slim,3,Inference,resnet,MultiStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04.4 LTS (Linux kernel 6.5.0-44-generic #44~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jun 18 14:36:16 UTC 2 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 9124 16-Core Processor,UntetherAI imAIgine SDK v24.07.19,Edge,v4.1,1,closed,Closed,False,16,resnet50,edge,0.212477,0.212477
